Rok;Miesiąc;Dzień;Godzina;Temp. 2m [st.C];Wiatr 10m, Prędkość [m/s];Typ Opadu;Wysokość Opadu [mm];Wilgotność względna [%];Długość geograficzna;Szerokość geograficzna
2018;09;19;04;16,232;3,021;;;64;17.049640;51.123614
2018;09;19;05;16,531;3,165;;;62;17.049640;51.123614
2018;09;19;06;17,801;3,548;;;59;17.049640;51.123614
2018;09;19;07;17,487;2,210;;;60;17.049640;51.123614
2018;09;19;08;19,655;1,193;;;56;17.049640;51.123614
2018;09;19;09;21,717;1,246;;;52;17.049640;51.123614
2018;09;19;10;23,628;1,558;;;49;17.049640;51.123614
2018;09;19;11;24,976;1,694;;;46;17.049640;51.123614
2018;09;19;12;25,831;1,622;;;44;17.049640;51.123614
2018;09;19;13;26,416;1,921;;;45;17.049640;51.123614
2018;09;19;14;26,509;2,017;;;45;17.049640;51.123614
2018;09;19;15;26,603;1,909;;;44;17.049640;51.123614
2018;09;19;16;26,265;1,717;;;46;17.049640;51.123614
2018;09;19;17;25,126;1,645;;;52;17.049640;51.123614
2018;09;19;18;23,812;1,498;;;56;17.049640;51.123614
2018;09;19;19;23,042;0,911;;;58;17.049640;51.123614
2018;09;19;20;22,632;0,907;;;60;17.049640;51.123614
2018;09;19;21;21,573;1,890;;;64;17.049640;51.123614
2018;09;19;22;20,629;2,750;;;65;17.049640;51.123614
2018;09;19;23;19,419;2,717;;;67;17.049640;51.123614
2018;09;20;00;18,303;2,159;;;71;17.049640;51.123614
2018;09;20;01;17,753;1,455;;;73;17.049640;51.123614
2018;09;20;02;17,535;1,518;;;73;17.049640;51.123614
2018;09;20;03;16,901;2,176;;;77;17.049640;51.123614
2018;09;20;04;16,516;1,969;;;73;17.049640;51.123614
2018;09;20;05;16,631;1,609;;;72;17.049640;51.123614
2018;09;20;06;18,320;1,623;;;68;17.049640;51.123614
2018;09;20;07;17,947;1,761;;;69;17.049640;51.123614
2018;09;20;08;19,711;0,967;;;63;17.049640;51.123614
2018;09;20;09;21,691;0,630;;;55;17.049640;51.123614
2018;09;20;10;23,625;0,595;;;49;17.049640;51.123614
2018;09;20;11;25,247;0,794;;;45;17.049640;51.123614
2018;09;20;12;26,514;1,002;;;41;17.049640;51.123614
2018;09;20;13;27,391;1,241;;;39;17.049640;51.123614
2018;09;20;14;27,958;1,565;;;36;17.049640;51.123614
2018;09;20;15;28,163;1,883;;;35;17.049640;51.123614
2018;09;20;16;28,086;2,440;;;37;17.049640;51.123614
2018;09;20;17;27,698;2,662;;;38;17.049640;51.123614
2018;09;20;18;25,685;2,983;;;43;17.049640;51.123614
2018;09;20;19;24,246;3,318;;;47;17.049640;51.123614
2018;09;20;20;22,897;2,906;;;50;17.049640;51.123614
2018;09;20;21;21,628;2,628;;;54;17.049640;51.123614
2018;09;20;22;20,713;2,618;;;57;17.049640;51.123614
2018;09;20;23;19,977;2,516;;;58;17.049640;51.123614
2018;09;21;00;18,919;2,270;;;65;17.049640;51.123614
2018;09;21;01;18,387;2,493;;;71;17.049640;51.123614
2018;09;21;02;18,202;2,664;;;72;17.049640;51.123614
2018;09;21;03;17,774;2,839;;;74;17.049640;51.123614
2018;09;21;04;17,804;3,497;;;78;17.049640;51.123614
2018;09;21;05;17,042;3,176;;;80;17.049640;51.123614
2018;09;21;06;17,646;3,299;;;79;17.049640;51.123614
2018;09;21;07;18,943;3,126;;;72;17.049640;51.123614
2018;09;21;08;21,744;3,349;;;59;17.049640;51.123614
2018;09;21;09;23,375;4,055;;;49;17.049640;51.123614
2018;09;21;10;24,315;4,948;;;46;17.049640;51.123614
2018;09;21;11;25,088;5,284;;;44;17.049640;51.123614
2018;09;21;12;25,703;5,608;;;42;17.049640;51.123614
2018;09;21;13;26,135;5,842;;;41;17.049640;51.123614
2018;09;21;14;25,978;6,250;;;42;17.049640;51.123614
2018;09;21;15;25,801;6,596;;;44;17.049640;51.123614
2018;09;21;16;25,824;5,952;;;44;17.049640;51.123614
2018;09;21;17;25,477;5,474;;;46;17.049640;51.123614
2018;09;21;18;24,159;6,000;;;49;17.049640;51.123614
2018;09;21;19;23,773;5,976;;;50;17.049640;51.123614
2018;09;21;20;23,297;4,813;;;52;17.049640;51.123614
2018;09;21;21;15,724;6,990;płynny;1,07;72;17.049640;51.123614
2018;09;21;22;15,823;5,973;płynny;3,50;90;17.049640;51.123614
2018;09;21;23;15,844;4,520;płynny;2,21;90;17.049640;51.123614
2018;09;22;00;15,894;4,612;płynny;0,59;87;17.049640;51.123614
2018;09;22;01;15,888;6,332;;;60;17.049640;51.123614
2018;09;22;02;15,834;4,701;;;62;17.049640;51.123614
2018;09;22;03;15,111;4,314;;;64;17.049640;51.123614
2018;09;22;04;16,245;4,940;;;63;17.049640;51.123614
2018;09;22;05;15,540;4,269;;;59;17.049640;51.123614
2018;09;22;06;12,216;4,025;;;59;17.049640;51.123614
2018;09;22;07;12,326;4,635;;;57;17.049640;51.123614
2018;09;22;08;13,103;5,078;;;56;17.049640;51.123614
2018;09;22;09;14,066;5,594;;;54;17.049640;51.123614
2018;09;22;10;14,569;5,551;;;53;17.049640;51.123614
2018;09;22;11;15,167;5,629;;;50;17.049640;51.123614
2018;09;22;12;15,737;5,945;;;47;17.049640;51.123614
2018;09;22;13;16,178;5,809;;;47;17.049640;51.123614
2018;09;22;14;16,569;6,199;;;43;17.049640;51.123614
2018;09;22;15;16,500;5,944;;;43;17.049640;51.123614
2018;09;22;16;16,000;5,249;;;47;17.049640;51.123614
2018;09;22;17;15,600;4,122;;;49;17.049640;51.123614
2018;09;22;18;15,055;3,166;;;51;17.049640;51.123614
2018;09;22;19;14,977;2,939;;;51;17.049640;51.123614
2018;09;22;20;14,751;2,923;;;51;17.049640;51.123614
2018;09;22;21;14,253;2,780;;;51;17.049640;51.123614
2018;09;22;22;14,100;3,915;;;50;17.049640;51.123614
2018;09;22;23;12,534;5,092;;;56;17.049640;51.123614
2018;09;23;00;13,009;2,909;;;63;17.049640;51.123614
2018;09;23;01;12,682;4,057;;;62;17.049640;51.123614
2018;09;23;02;11,760;4,301;;;65;17.049640;51.123614
2018;09;23;03;11,288;4,066;;;65;17.049640;51.123614
2018;09;23;04;12,095;4,048;;;64;17.049640;51.123614
2018;09;23;05;12,929;3,665;płynny;0,04;65;17.049640;51.123614
2018;09;23;06;13,113;3,762;;;63;17.049640;51.123614
2018;09;23;07;12,800;3,473;;;66;17.049640;51.123614
2018;09;23;08;12,864;3,726;;;68;17.049640;51.123614
2018;09;23;09;13,167;3,012;;;68;17.049640;51.123614
2018;09;23;10;13,745;2,576;płynny;0,03;66;17.049640;51.123614
2018;09;23;11;14,534;2,300;;;59;17.049640;51.123614
2018;09;23;12;15,305;2,431;;;54;17.049640;51.123614
2018;09;23;13;14,908;2,669;płynny;0,11;58;17.049640;51.123614
2018;09;23;14;13,560;2,828;płynny;0,65;70;17.049640;51.123614
2018;09;23;15;12,461;1,768;płynny;0,56;76;17.049640;51.123614
2018;09;23;16;11,856;1,727;płynny;1,70;86;17.049640;51.123614
2018;09;23;17;11,373;3,010;płynny;4,61;92;17.049640;51.123614
2018;09;23;18;10,970;3,488;płynny;4,48;94;17.049640;51.123614
2018;09;23;19;11,297;2,671;płynny;3,16;94;17.049640;51.123614
2018;09;23;20;11,401;1,841;płynny;1,39;95;17.049640;51.123614
2018;09;23;21;11,445;2,192;płynny;2,20;96;17.049640;51.123614
2018;09;23;22;11,266;4,488;płynny;1,51;94;17.049640;51.123614
2018;09;23;23;8,810;7,049;płynny;0,21;89;17.049640;51.123614
2018;09;24;00;7,723;6,489;płynny;0,18;88;17.049640;51.123614
2018;09;24;01;6,521;6,889;płynny;0,35;88;17.049640;51.123614
2018;09;24;02;5,860;6,152;płynny;0,09;84;17.049640;51.123614
2018;09;24;03;6,831;6,255;płynny;0,11;84;17.049640;51.123614
2018;09;24;04;6,869;8,596;;;77;17.049640;51.123614
2018;09;24;05;6,745;8,697;;;76;17.049640;51.123614
2018;09;24;06;8,919;8,624;;;76;17.049640;51.123614
2018;09;24;07;8,180;7,798;;;80;17.049640;51.123614
2018;09;24;08;8,084;7,937;;;79;17.049640;51.123614
2018;09;24;09;8,272;7,947;;;78;17.049640;51.123614
2018;09;24;10;9,627;8,240;;;69;17.049640;51.123614
2018;09;24;11;10,905;8,182;;;58;17.049640;51.123614
2018;09;24;12;11,568;8,393;płynny;0,16;54;17.049640;51.123614
2018;09;24;13;11,995;8,784;płynny;0,21;49;17.049640;51.123614
2018;09;24;14;11,686;9,434;płynny;0,10;52;17.049640;51.123614
2018;09;24;15;10,897;8,663;płynny;0,10;62;17.049640;51.123614
2018;09;24;16;10,559;8,469;płynny;0,50;66;17.049640;51.123614
2018;09;24;17;10,010;7,825;płynny;0,21;69;17.049640;51.123614
2018;09;24;18;7,117;6,559;płynny;1,53;81;17.049640;51.123614
2018;09;24;19;7,935;5,919;płynny;0,83;81;17.049640;51.123614
2018;09;24;20;8,033;5,528;;;81;17.049640;51.123614
2018;09;24;21;7,588;5,328;;;82;17.049640;51.123614
2018;09;24;22;7,142;5,281;;;82;17.049640;51.123614
2018;09;24;23;6,805;4,570;;;85;17.049640;51.123614
2018;09;25;00;6,020;5,211;;;87;17.049640;51.123614
2018;09;25;01;5,861;5,680;;;89;17.049640;51.123614
2018;09;25;02;5,674;5,452;;;89;17.049640;51.123614
2018;09;25;03;5,174;5,609;;;89;17.049640;51.123614
2018;09;25;04;4,874;5,719;;;85;17.049640;51.123614
2018;09;25;05;4,582;5,822;;;85;17.049640;51.123614
2018;09;25;06;4,348;5,709;;;85;17.049640;51.123614
2018;09;25;07;4,551;5,623;;;84;17.049640;51.123614
2018;09;25;08;5,514;5,133;;;80;17.049640;51.123614
2018;09;25;09;7,002;4,505;;;74;17.049640;51.123614
2018;09;25;10;8,632;4,439;;;67;17.049640;51.123614
2018;09;25;11;10,045;4,127;;;61;17.049640;51.123614
2018;09;25;12;11,106;4,414;;;52;17.049640;51.123614
2018;09;25;13;11,569;4,224;;;48;17.049640;51.123614
2018;09;25;14;11,796;4,108;;;46;17.049640;51.123614
2018;09;25;15;11,813;4,029;;;48;17.049640;51.123614
2018;09;25;16;11,797;4,082;;;48;17.049640;51.123614
2018;09;25;17;11,454;4,020;;;51;17.049640;51.123614
2018;09;25;18;10,226;4,258;;;54;17.049640;51.123614
2018;09;25;19;8,747;3,400;;;59;17.049640;51.123614
2018;09;25;20;8,063;2,694;;;63;17.049640;51.123614
2018;09;25;21;7,165;3,123;;;62;17.049640;51.123614
2018;09;25;22;6,555;2,963;;;63;17.049640;51.123614
2018;09;25;23;6,075;3,069;;;64;17.049640;51.123614
2018;09;26;00;5,364;3,072;;;66;17.049640;51.123614
2018;09;26;01;4,905;3,032;;;68;17.049640;51.123614
2018;09;26;02;4,361;3,114;;;70;17.049640;51.123614
2018;09;26;03;3,894;3,031;;;69;17.049640;51.123614
2018;09;26;04;4,743;2,460;;;68;17.049640;51.123614
2018;09;26;05;5,104;2,454;;;65;17.049640;51.123614
2018;09;26;06;6,332;2,649;;;59;17.049640;51.123614
2018;09;26;07;7,227;3,097;;;57;17.049640;51.123614
2018;09;26;08;8,373;3,223;;;53;17.049640;51.123614
2018;09;26;09;10,068;3,249;;;47;17.049640;51.123614
2018;09;26;10;11,464;2,891;;;40;17.049640;51.123614
2018;09;26;11;12,203;2,830;;;36;17.049640;51.123614
2018;09;26;12;12,970;3,663;;;34;17.049640;51.123614
2018;09;26;13;13,371;4,264;;;35;17.049640;51.123614
2018;09;26;14;13,733;4,431;;;34;17.049640;51.123614
2018;09;26;15;13,835;4,135;;;34;17.049640;51.123614
2018;09;26;16;14,128;4,029;;;34;17.049640;51.123614
2018;09;26;17;13,605;3,889;;;36;17.049640;51.123614
2018;09;26;18;13,033;4,761;;;38;17.049640;51.123614
2018;09;26;19;12,443;4,825;;;39;17.049640;51.123614
2018;09;26;20;11,874;4,554;;;40;17.049640;51.123614
2018;09;26;21;12,719;4,442;;;39;17.049640;51.123614
2018;09;26;22;13,955;4,571;;;34;17.049640;51.123614
2018;09;26;23;14,531;4,346;;;31;17.049640;51.123614
2018;09;27;00;14,422;4,177;;;31;17.049640;51.123614
2018;09;27;01;14,554;4,807;;;31;17.049640;51.123614
2018;09;27;02;14,345;4,982;;;32;17.049640;51.123614
2018;09;27;03;14,059;5,158;;;35;17.049640;51.123614
2018;09;27;04;11,762;4,881;;;49;17.049640;51.123614
2018;09;27;05;11,795;5,279;;;49;17.049640;51.123614
2018;09;27;06;12,000;5,151;;;50;17.049640;51.123614
2018;09;27;07;12,340;5,221;;;49;17.049640;51.123614
2018;09;27;08;13,144;5,411;;;50;17.049640;51.123614
2018;09;27;09;13,712;4,560;;;52;17.049640;51.123614
2018;09;27;10;14,364;4,074;;;53;17.049640;51.123614
2018;09;27;11;14,855;4,280;;;55;17.049640;51.123614
2018;09;27;12;15,074;4,276;;;57;17.049640;51.123614
2018;09;27;13;16,106;4,184;;;62;17.049640;51.123614
2018;09;27;14;17,473;3,566;;;65;17.049640;51.123614
2018;09;27;15;18,584;3,082;;;62;17.049640;51.123614
2018;09;27;16;19,289;2,789;;;61;17.049640;51.123614
2018;09;27;17;18,995;1,701;;;63;17.049640;51.123614
2018;09;27;18;17,532;2,210;;;67;17.049640;51.123614
2018;09;27;19;15,770;3,264;;;67;17.049640;51.123614
2018;09;27;20;15,678;3,741;;;63;17.049640;51.123614
2018;09;27;21;14,579;3,475;;;62;17.049640;51.123614
2018;09;27;22;13,153;2,999;;;63;17.049640;51.123614
2018;09;27;23;12,491;2,682;;;65;17.049640;51.123614
2018;09;28;00;13,980;2,977;;;67;17.049640;51.123614
2018;09;28;01;13,977;3,164;;;67;17.049640;51.123614
2018;09;28;02;13,667;2,713;;;71;17.049640;51.123614
2018;09;28;03;13,385;3,195;;;71;17.049640;51.123614
2018;09;28;04;13,708;2,765;;;71;17.049640;51.123614
2018;09;28;05;14,390;3,696;;;66;17.049640;51.123614
2018;09;28;06;14,350;4,135;;;64;17.049640;51.123614
2018;09;28;07;14,129;4,013;;;64;17.049640;51.123614
2018;09;28;08;15,107;5,149;;;55;17.049640;51.123614
2018;09;28;09;14,849;4,770;;;60;17.049640;51.123614
2018;09;28;10;15,057;4,669;;;65;17.049640;51.123614
2018;09;28;11;13,669;4,359;;;76;17.049640;51.123614
2018;09;28;12;13,374;4,358;;;77;17.049640;51.123614
2018;09;28;13;13,107;4,414;płynny;0,10;79;17.049640;51.123614
2018;09;28;14;12,408;4,193;płynny;0,10;83;17.049640;51.123614
2018;09;28;15;12,420;4,319;;;84;17.049640;51.123614
2018;09;28;16;12,455;4,188;;;82;17.049640;51.123614
2018;09;28;17;12,452;4,264;;;77;17.049640;51.123614
2018;09;28;18;12,414;5,175;;;50;17.049640;51.123614
2018;09;28;19;11,795;4,976;;;53;17.049640;51.123614
2018;09;28;20;10,627;3,886;;;56;17.049640;51.123614
2018;09;28;21;9,963;3,541;;;57;17.049640;51.123614
2018;09;28;22;9,237;4,040;;;61;17.049640;51.123614
2018;09;28;23;8,197;3,839;;;64;17.049640;51.123614
2018;09;29;00;7,182;3,732;;;67;17.049640;51.123614
2018;09;29;01;6,146;3,617;;;71;17.049640;51.123614
2018;09;29;02;5,250;3,601;;;75;17.049640;51.123614
2018;09;29;03;4,598;3,429;;;78;17.049640;51.123614
2018;09;29;04;6,119;3,891;;;75;17.049640;51.123614
2018;09;29;05;5,364;4,009;;;79;17.049640;51.123614
2018;09;29;06;4,931;4,084;;;82;17.049640;51.123614
2018;09;29;07;5,034;3,496;;;83;17.049640;51.123614
2018;09;29;08;6,437;3,000;;;77;17.049640;51.123614
2018;09;29;09;8,224;2,493;;;71;17.049640;51.123614
2018;09;29;10;9,984;2,496;;;64;17.049640;51.123614
2018;09;29;11;11,159;2,723;;;57;17.049640;51.123614
2018;09;29;12;11,804;2,522;;;51;17.049640;51.123614
2018;09;29;13;12,308;2,108;;;46;17.049640;51.123614
2018;09;29;14;12,654;1,965;;;45;17.049640;51.123614
2018;09;29;15;12,754;1,805;;;44;17.049640;51.123614
2018;09;29;16;12,746;1,420;;;44;17.049640;51.123614
2018;09;29;17;12,538;0,862;;;45;17.049640;51.123614
2018;09;29;18;12,177;0,211;;;46;17.049640;51.123614
2018;09;29;19;11,856;0,349;;;47;17.049640;51.123614
2018;09;29;20;11,072;0,858;;;49;17.049640;51.123614
2018;09;29;21;9,884;1,354;;;52;17.049640;51.123614
2018;09;29;22;8,898;1,660;;;55;17.049640;51.123614
2018;09;29;23;8,163;1,803;;;58;17.049640;51.123614
2018;09;30;00;7,522;2,234;;;61;17.049640;51.123614
2018;09;30;01;6,588;2,217;;;62;17.049640;51.123614
2018;09;30;02;6,051;2,451;;;62;17.049640;51.123614
2018;09;30;03;5,596;2,755;;;63;17.049640;51.123614
2018;09;30;04;5,757;3,191;;;65;17.049640;51.123614
2018;09;30;05;5,601;2,925;;;66;17.049640;51.123614
2018;09;30;06;5,929;2,872;;;66;17.049640;51.123614
2018;09;30;07;6,004;2,785;;;64;17.049640;51.123614
2018;09;30;08;8,361;2,985;;;54;17.049640;51.123614
2018;09;30;09;10,501;3,137;;;49;17.049640;51.123614
2018;09;30;10;11,861;3,136;;;45;17.049640;51.123614
2018;09;30;11;13,127;3,026;;;42;17.049640;51.123614
2018;09;30;12;14,272;3,325;;;39;17.049640;51.123614
2018;09;30;13;14,948;3,860;;;37;17.049640;51.123614
2018;09;30;14;15,295;3,980;;;37;17.049640;51.123614
2018;09;30;15;15,453;4,090;;;36;17.049640;51.123614
2018;09;30;16;15,327;4,345;;;37;17.049640;51.123614
2018;09;30;17;14,367;4,551;;;39;17.049640;51.123614
2018;09;30;18;12,891;4,568;;;43;17.049640;51.123614
2018;09;30;19;12,360;4,522;;;45;17.049640;51.123614
2018;09;30;20;11,434;4,496;;;46;17.049640;51.123614
2018;09;30;21;10,718;4,274;;;45;17.049640;51.123614
2018;09;30;22;10,255;4,111;;;45;17.049640;51.123614
2018;09;30;23;9,529;4,180;;;45;17.049640;51.123614
2018;10;01;00;9,020;4,018;;;44;17.049640;51.123614
2018;10;01;01;8,901;3,943;;;45;17.049640;51.123614
2018;10;01;02;8,733;3,538;;;47;17.049640;51.123614
2018;10;01;03;8,716;3,308;;;48;17.049640;51.123614
2018;10;01;04;6,119;3,136;;;60;17.049640;51.123614
2018;10;01;05;5,348;2,744;;;63;17.049640;51.123614
2018;10;01;06;5,810;2,417;;;65;17.049640;51.123614
2018;10;01;07;6,259;1,997;;;62;17.049640;51.123614
2018;10;01;08;8,838;1,448;;;51;17.049640;51.123614
2018;10;01;09;10,849;1,633;;;46;17.049640;51.123614
2018;10;01;10;12,476;1,812;;;44;17.049640;51.123614
2018;10;01;11;13,477;1,880;;;44;17.049640;51.123614
2018;10;01;12;14,276;2,052;;;45;17.049640;51.123614
2018;10;01;13;15,101;2,237;;;44;17.049640;51.123614
2018;10;01;14;15,413;2,855;;;44;17.049640;51.123614
2018;10;01;15;15,252;3,661;;;47;17.049640;51.123614
2018;10;01;16;14,001;5,094;;;51;17.049640;51.123614
2018;10;01;17;8,583;5,836;;;59;17.049640;51.123614
2018;10;01;18;9,398;5,417;;;69;17.049640;51.123614
2018;10;01;19;10,925;4,490;;;64;17.049640;51.123614
2018;10;01;20;11,090;3,773;;;66;17.049640;51.123614
2018;10;01;21;10,583;3,780;;;67;17.049640;51.123614
2018;10;01;22;8,368;4,095;;;73;17.049640;51.123614
2018;10;01;23;7,143;4,364;;;82;17.049640;51.123614
2018;10;02;00;6,641;4,820;;;85;17.049640;51.123614
2018;10;02;01;6,217;5,064;płynny;0,11;85;17.049640;51.123614
2018;10;02;02;6,483;5,180;;;83;17.049640;51.123614
2018;10;02;03;6,334;4,674;;;85;17.049640;51.123614
2018;10;02;04;6,039;5,186;;;83;17.049640;51.123614
2018;10;02;05;5,619;5,161;;;84;17.049640;51.123614
2018;10;02;06;5,753;4,920;;;91;17.049640;51.123614
2018;10;02;07;5,433;4,547;;;91;17.049640;51.123614
2018;10;02;08;5,145;5,070;;;92;17.049640;51.123614
2018;10;02;09;5,519;4,871;;;89;17.049640;51.123614
2018;10;02;10;5,891;4,456;;;85;17.049640;51.123614
2018;10;02;11;8,224;3,788;;;73;17.049640;51.123614
2018;10;02;12;9,905;4,505;;;60;17.049640;51.123614
2018;10;02;13;10,806;5,040;;;50;17.049640;51.123614
2018;10;02;14;11,559;5,608;;;41;17.049640;51.123614
2018;10;02;15;11,470;5,929;;;42;17.049640;51.123614
2018;10;02;16;11,359;5,429;;;44;17.049640;51.123614
2018;10;02;17;11,326;5,323;;;42;17.049640;51.123614
2018;10;02;18;10,973;5,347;;;42;17.049640;51.123614
2018;10;02;19;9,573;5,535;;;48;17.049640;51.123614
2018;10;02;20;8,393;5,797;;;57;17.049640;51.123614
2018;10;02;21;8,611;6,170;płynny;0,21;70;17.049640;51.123614
2018;10;02;22;9,243;6,564;płynny;0,12;76;17.049640;51.123614
2018;10;02;23;9,417;7,396;płynny;0,40;80;17.049640;51.123614
2018;10;03;00;10,073;7,083;płynny;0,05;77;17.049640;51.123614
2018;10;03;01;9,693;7,237;płynny;0,14;82;17.049640;51.123614
2018;10;03;02;9,431;5,708;płynny;0,87;87;17.049640;51.123614
2018;10;03;03;9,094;7,853;płynny;0,06;79;17.049640;51.123614
2018;10;03;04;10,171;7,636;;;73;17.049640;51.123614
2018;10;03;05;10,232;7,494;;;72;17.049640;51.123614
2018;10;03;06;9,413;7,880;;;74;17.049640;51.123614
2018;10;03;07;9,747;8,185;;;68;17.049640;51.123614
2018;10;03;08;10,169;8,575;;;67;17.049640;51.123614
2018;10;03;09;10,753;9,400;;;65;17.049640;51.123614
2018;10;03;10;10,851;8,068;płynny;0,25;67;17.049640;51.123614
2018;10;03;11;10,610;9,534;;;69;17.049640;51.123614
2018;10;03;12;11,318;9,274;;;66;17.049640;51.123614
2018;10;03;13;11,862;9,864;;;61;17.049640;51.123614
2018;10;03;14;12,250;9,451;;;58;17.049640;51.123614
2018;10;03;15;11,115;6,383;płynny;0,07;69;17.049640;51.123614
2018;10;03;16;10,420;6,871;płynny;0,14;71;17.049640;51.123614
2018;10;03;17;10,376;4,804;;;67;17.049640;51.123614
2018;10;03;18;10,594;4,694;;;62;17.049640;51.123614
2018;10;03;19;10,006;6,259;;;61;17.049640;51.123614
2018;10;03;20;9,086;6,537;;;61;17.049640;51.123614
2018;10;03;21;8,278;5,701;;;64;17.049640;51.123614
2018;10;03;22;7,849;5,551;;;68;17.049640;51.123614
2018;10;03;23;7,462;5,976;;;72;17.049640;51.123614
2018;10;04;00;6,777;4,996;;;77;17.049640;51.123614
2018;10;04;01;3,625;4,537;;;85;17.049640;51.123614
2018;10;04;02;6,265;4,656;;;86;17.049640;51.123614
2018;10;04;03;6,102;5,042;;;89;17.049640;51.123614
2018;10;04;04;6,249;4,652;;;86;17.049640;51.123614
2018;10;04;05;6,694;4,678;;;86;17.049640;51.123614
2018;10;04;06;6,495;4,445;;;87;17.049640;51.123614
2018;10;04;07;6,537;4,771;;;88;17.049640;51.123614
2018;10;04;08;7,593;4,595;;;84;17.049640;51.123614
2018;10;04;09;8,891;4,064;;;78;17.049640;51.123614
2018;10;04;10;10,287;3,762;;;71;17.049640;51.123614
2018;10;04;11;11,417;3,776;;;65;17.049640;51.123614
2018;10;04;12;12,364;3,907;;;59;17.049640;51.123614
2018;10;04;13;13,012;3,881;;;56;17.049640;51.123614
2018;10;04;14;13,589;3,778;;;54;17.049640;51.123614
2018;10;04;15;13,896;3,642;;;54;17.049640;51.123614
2018;10;04;16;14,089;3,228;;;55;17.049640;51.123614
2018;10;04;17;13,394;2,404;;;57;17.049640;51.123614
2018;10;04;18;12,635;1,708;;;61;17.049640;51.123614
2018;10;04;19;11,449;2,087;;;64;17.049640;51.123614
2018;10;04;20;11,022;2,652;;;67;17.049640;51.123614
2018;10;04;21;10,021;2,854;;;70;17.049640;51.123614
2018;10;04;22;9,094;2,899;;;71;17.049640;51.123614
2018;10;04;23;8,960;2,776;;;72;17.049640;51.123614
2018;10;05;00;8,100;2,564;;;73;17.049640;51.123614
2018;10;05;01;7,172;1,946;;;78;17.049640;51.123614
2018;10;05;02;7,746;2,462;;;75;17.049640;51.123614
2018;10;05;03;7,856;2,146;;;75;17.049640;51.123614
2018;10;05;04;7,554;2,912;;;74;17.049640;51.123614
2018;10;05;05;7,531;2,434;;;72;17.049640;51.123614
2018;10;05;06;8,866;2,630;;;69;17.049640;51.123614
2018;10;05;07;9,109;2,620;;;66;17.049640;51.123614
2018;10;05;08;10,868;1,786;;;60;17.049640;51.123614
2018;10;05;09;12,942;1,869;;;54;17.049640;51.123614
2018;10;05;10;14,505;2,113;;;50;17.049640;51.123614
2018;10;05;11;15,864;2,437;;;46;17.049640;51.123614
2018;10;05;12;17,026;2,730;;;43;17.049640;51.123614
2018;10;05;13;17,764;2,943;;;42;17.049640;51.123614
2018;10;05;14;18,338;3,326;;;40;17.049640;51.123614
2018;10;05;15;18,453;3,816;;;40;17.049640;51.123614
2018;10;05;16;17,857;4,035;;;43;17.049640;51.123614
2018;10;05;17;15,527;4,407;;;49;17.049640;51.123614
2018;10;05;18;14,843;4,886;;;52;17.049640;51.123614
2018;10;05;19;14,095;5,349;;;53;17.049640;51.123614
2018;10;05;20;13,468;5,513;;;53;17.049640;51.123614
2018;10;05;21;12,947;5,108;;;53;17.049640;51.123614
2018;10;05;22;12,561;5,078;;;53;17.049640;51.123614
2018;10;05;23;12,109;4,711;;;54;17.049640;51.123614
2018;10;06;00;11,784;4,515;;;54;17.049640;51.123614
2018;10;06;01;11,141;4,404;;;54;17.049640;51.123614
2018;10;06;02;10,504;4,373;;;55;17.049640;51.123614
2018;10;06;03;10,048;4,415;;;55;17.049640;51.123614
2018;10;06;04;8,630;4,365;;;61;17.049640;51.123614
2018;10;06;05;8,603;4,635;;;59;17.049640;51.123614
2018;10;06;06;9,726;4,741;;;54;17.049640;51.123614
